Näringsvärden per 100 gram livsmedel
Livsmedelsnamn;Livsmedelsnummer;Energi (kJ)(kJ);Energi (kcal)(kcal);Protein(g);Fett(g);Kolhydrater(g);Fibrer(g);Salt(g);Aska(g);Vatten(g);Alkohol(g);Monosackarider(g);Disackarider(g);Sackaros(g);Fullkorn totalt(g);Summa mättade fettsyror(g);Fettsyra 4:0-10:0(g);Fettsyra 12:0(g);Fettsyra 14:0(g);Fettsyra 16:0(g);Fettsyra 18:0(g);Fettsyra 20:0(g);Summa enkelomättade fettsyror(g);Fettsyra 16:1(g);Fettsyra 18:1(g);Summa fleromättade fettsyror(g);Summa n-6 fettsyror(g);Fettsyra 18:2(g);Fettsyra 20:4(g);Summa n-3 fettsyror(g);Fettsyra 18:3(g);Summa långa n-3 fettsyror(g);EPA (Fettsyra 20:5)(g);DPA (Fettsyra 22:5)(g);DHA (Fettsyra 22:6)(g);Summa transfettsyror(g);Kolesterol(mg);Vitamin A();Retinol(µg);beta-Karoten(µg);Vitamin D(µg);Vitamin E(mg);Vitamin K(µg);Tiamin(mg);Riboflavin(mg);Vitamin C(mg);Niacin(mg);Niacinekvivalenter();Vitamin B6(mg);Vitamin B12(µg);Fosfor(mg);Folat(µg);Jod(µg);Avfall (skal etc.)(%);Järn(mg);Kalcium(mg);Kalium(mg);Magnesium(mg);Natrium(mg);Selen(µg);Zink(mg);
Bulgur fullkorn kokt u salt;3564;474;113;4,1;0,6;20,7;3,8;0,0;0,4;70,4;0,0;0,0;0,3;0,3;33;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;0,3;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;0;0,10;0,00;0;2,0;2,7;0,09;0,00;107;11;2;;0,90;16;127;36;9;0,0;0,78;
Sojadryck berikad;3668;184;44;3,1;2,4;2,5;0,0;0,1;0,0;90,1;0,0;1,5;0,7;0,7;0;0,3;0,0;0,0;0,0;0,1;0,0;0,0;0,4;0,0;0,3;1,2;;0,5;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;0;0;0,75;0,3;1;0,06;0,21;1;0,1;0,6;0,03;0,38;89;9;1;0;0,31;97;119;18;56;4,0;0,30;
Havredryck berikad typ Solhavre;3669;183;44;1,1;1,6;5,8;0,8;0,1;0,2;90,5;0,0;0,0;4,0;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,8;0,0;0,8;0,6;;0,4;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;45;0;0,50;0,1;;0,05;0,13;0;0,1;0,3;0,00;0,10;30;1;;0;0,50;120;50;3;40;1,0;0,30;
Couscous fullkorn kokt m salt;3752;603;144;4,7;0,9;27,0;3,9;0,6;1,0;62,5;0,0;0,1;1,0;0,4;40;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,4;0,4;0,4;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;1;0,18;0,03;0;2,3;3,0;0,09;0,00;147;12;35;;1,44;17;178;47;229;2,4;1,49;
Pasta berikad kokt m salt typ Gammaldags idealmakaroner;3753;612;146;4,0;0,5;30,0;2,0;0,4;0,5;63,0;0,0;0,0;0,6;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,0;0,2;0,2;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;0;0,20;0,10;0;1,4;2,0;0,09;0,00;48;3;26;;0,47;10;27;14;166;0,0;0,32;
Pasta berikad kokt m salt typ Idealmakaroner;3754;548;131;4,6;0,6;25,4;2,0;0,4;0,5;66,9;0,0;0,0;0,6;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;0,3;0,3;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;0;0,19;0,10;0;1,4;2,1;0,09;0,00;44;3;23;;0,51;10;29;16;152;0,0;0,34;
Pasta berikad kokt m salt typ snabbmakaroner;3755;527;126;4,0;0,5;25,0;2,0;0,4;0,5;68,0;0,0;0,0;0,5;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,2;0,2;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;0;0,16;0,09;0;1,2;1,9;0,08;0,00;41;3;20;;0,47;9;20;13;149;0,0;0,33;
Pasta kokt m salt ;3756;583;139;4,6;0,6;27,5;2,0;0,4;0,4;64,9;0,0;0,0;0,6;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;0,2;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;0;0,03;0,10;0;0,6;1,3;0,02;0,00;55;4;22;;0,48;10;26;17;164;0,0;0,38;
Vita bönor torkade kokta m salt;3760;469;112;8,8;0,9;11,0;12,5;0,5;1,5;65,4;0,0;0,0;0,6;0,6;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,5;0,2;0,2;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;3;0,13;0,04;0;0,4;1,8;0,11;0,00;155;160;23;;2,13;78;328;49;212;2,0;1,00;
Stora vita bönor konserv;3761;449;107;6,9;0,8;14,6;6,8;0,6;1,3;69,6;0,0;0,0;0,7;0,7;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,5;0,2;0,2;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;4;0,04;0,04;0;0,4;1,6;0,11;0,00;81;22;4;;1,28;44;320;34;240;0,0;0,52;
Kikärter torkade kokta m salt;3762;558;133;8,1;2,9;12,6;12,3;0,6;1,3;62,8;0,0;0,0;0,7;0,6;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;0,8;0,0;0,8;1,2;1,1;1,1;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;8;0,00;1,5;10;0,11;0,03;0;0,2;1,6;0,15;0,00;124;94;28;;1,72;47;149;39;243;4,5;1,28;
Dinkel;3786;1446;346;14,6;2,4;60,2;10,7;0,0;1,8;11,0;0,0;0,8;6,2;1,0;100;0,4;0,0;0,0;0,0;0,4;0,0;0,0;0,4;0,0;0,4;1,3;;1,2;0,0;;0,1;;0,0;0,0;0,0;;0,0;0;0;5;0,00;1,0;;0,36;0,11;0;6,8;9,3;0,23;0,00;401;45;;;4,44;27;388;136;8;11,7;3,28;
Rågsiktsbröd fibrer ca 7% ;3790;974;233;6,8;2,8;41,8;5,4;0,8;1,5;41,7;0,0;4,9;0,9;0,0;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;1,0;0,0;0,9;0,7;0,6;0,6;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;2;0;19;0,00;1,1;5;0,27;0,06;0;1,0;2,1;0,09;0,00;117;34;1;;1,32;18;239;37;315;0,0;1,22;
Bröd vitt fibrer ca 5% typ Jättefranska ;3791;1035;247;7,4;4,2;41,9;5,1;1,0;1,3;40,1;0,0;0,3;2,0;0,0;0;0,3;0,0;0,0;0,0;0,2;0,1;0,0;1,6;0,0;1,5;0,9;0,7;0,7;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,6;6;0,40;0,05;0;1,1;2,3;0,32;0,00;76;20;0;;0,84;16;114;20;386;5,1;0,66;
Vitt bröd fibrer ca 6% typ Äntligen mjukbröd;3792;1126;269;6,8;4,4;46,7;6,6;1,0;1,4;34,1;0,0;5,8;2,2;0,0;0;0,4;0,0;0,0;0,0;0,2;0,1;0,0;1,6;0,0;1,6;1,0;0,7;0,7;0,0;0,2;0,2;;0,0;0,0;0,0;0,0;0,0;0;0;5;0,00;1,3;7;0,29;0,04;0;2,8;3,9;0,19;0,00;110;16;0;;0,80;36;127;24;381;0,0;0,61;
Hårt bröd fullkorn råg fibrer ca 14% typ Rågi Wasa;3793;1458;349;8,8;1,7;66,7;14,1;1,1;2,4;6,4;0,0;0,7;0,6;0,1;78;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;0,2;0,7;0,7;0,6;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,5;3;0,25;0,15;0;1,2;2,7;0,13;0,00;263;79;1;;2,14;33;468;81;451;0,0;2,51;
Rågbröd fullkorn fibrer ca 6% typ Lingongrova Skördeglädje Gott gräddat;3794;1036;248;7,4;2,2;46,1;5,6;0,7;1,3;37,4;0,0;7,9;2,4;0,0;17;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,7;0,0;0,7;0,6;0,5;0,5;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,5;3;0,19;0,06;0;1,7;2,9;0,15;0,00;118;26;1;;1,14;39;209;35;276;0,0;0,99;
Vitt bröd fibrer ca 5% typ Pågenlimpan Skogaholmslimpa;3795;1031;246;6,8;2,0;46,6;6,0;0,8;1,4;37,2;0,0;8,7;1,8;0,0;0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,6;0,0;0,6;0,4;0,4;0,4;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,5;2;0,28;0,07;0;1,0;2,2;0,18;0,00;95;34;1;;1,01;22;184;29;325;3,2;0,84;
Grahamsbröd fullkorn fibrer ca 13% typ Polarkraft extrem;3796;953;228;8,2;3,4;36,0;9,6;1,1;1,9;40,9;0,0;1,9;2,5;0,0;37;0,3;0,0;0,0;0,0;0,2;0,1;0,0;1,1;0,0;1,0;1,1;0,8;0,8;0,0;0,3;0,3;0,0;0,0;0,0;0,0;0,0;0,0;14;14;3;0,28;0,6;4;0,22;0,09;0;2,2;3,5;0,11;0,00;148;36;1;;1,76;38;241;53;427;0,0;1,31;
Rågbröd fullkorn fibrer ca 7% typ Kornelle Fullkorn plus;3797;947;226;9,3;2,3;38,3;6,5;0,9;1,7;41,9;0,0;2,2;2,7;0,0;31;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,8;0,0;0,8;0,6;0,5;0,5;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,7;2;0,22;0,09;0;2,2;3,7;0,18;0,00;165;40;1;;1,82;58;261;53;351;2,6;1,37;
Korvbröd grovt;3798;1106;264;9,3;4,9;42,4;5,6;0,9;1,7;36,1;0,0;4,4;1,7;0,0;0;0,5;0,0;0,0;0,0;0,3;0,2;0,0;1,9;0,0;1,8;1,2;0,9;0,9;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,8;6;0,16;0,07;0;3,6;5,1;0,12;0,00;184;31;0;;1,31;37;220;60;354;5,4;1,01;
Kikärter konserv;3815;537;128;7,5;2,5;15,7;6,2;0,5;1,0;67,1;0,0;0,0;0,4;0,3;0;0,3;0,0;0,0;0,0;0,2;0,0;0,0;0,7;0,0;0,7;1,1;1,0;1,0;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;12;0,00;1,3;14;0,05;0,03;0;0,2;1,5;0,11;0,00;103;73;1;;1,63;68;163;34;213;19,8;1,06;
Kidneybönor röda bönor konserv;3816;460;110;8,8;0,7;13,4;7,2;0,6;1,5;68,5;0,0;0,2;0,8;0,7;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,4;0,1;0,1;0,0;0,2;0,2;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;8;0,08;0,04;0;0,4;1,8;0,07;0,00;104;29;1;;1,91;79;244;30;256;0,0;0,88;
Svarta bönor konserv;3817;464;111;8,1;1,0;13,8;6,8;0,6;1,3;69,0;0,0;0,0;0,3;0,3;0;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,5;0,3;0,3;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;9;0,08;0,04;0;0,4;1,7;0,05;0,00;91;19;1;;2,13;75;218;31;226;0,0;0,72;
Hamburgerbröd;3818;1194;285;8,1;4,1;51,2;4,2;0,7;1,2;31,2;0,0;4,2;1,8;0,0;0;0,8;0,0;0,0;0,0;0,6;0,1;0,0;1,2;0,0;1,2;0,8;;0,7;0,0;;0,1;0,0;0,0;0,0;0,0;;0,8;33;33;0;0,30;0,6;;0,22;0,14;0;2,4;3,8;0,18;0,16;104;33;;0;0,81;35;138;20;267;1,4;0,78;
Vitt bröd mjölk fibrer ca 4% typ tekaka;3819;1194;285;8,1;4,1;51,2;4,2;0,7;1,2;31,2;0,0;4,2;1,8;0,0;0;0,8;0,0;0,0;0,0;0,6;0,1;0,0;1,2;0,0;1,2;0,8;;0,7;0,0;;0,1;0,0;0,0;0,0;0,0;;0,8;33;33;0;0,30;0,6;;0,22;0,14;0;2,4;3,8;0,18;0,16;104;33;;0;0,81;35;138;20;267;1,4;0,78;
Bruna bönor rullpack;3820;399;95;4,4;0,5;15,0;6,4;2,3;1,5;72,2;0,0;2,8;2,0;2,0;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,3;0,1;0,1;0,0;0,2;0,2;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,0;3;0,06;0,04;0;0,5;1,2;0,05;0,00;87;37;1;;1,55;21;200;31;906;0,0;0,58;
Gröna linser torkade kokta m salt;3821;533;127;9,4;0,7;15,9;9,6;0,6;1,5;62,9;0,0;0,0;0,5;0,4;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,3;0,2;0,2;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;11;0,00;0,4;10;0,10;0,07;0;0,8;2,4;0,20;0,00;156;40;34;;3,19;26;360;48;243;36,8;1,39;
Röda linser torkade kokta m salt;3822;524;125;10,6;0,6;14,6;9,1;0,6;1,4;63,7;0,0;0,1;0,5;0,4;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;0,2;0,2;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;11;0,00;0,2;12;0,24;0,06;0;0,9;2,6;0,16;0,00;147;73;33;;2,72;10;349;32;219;7,0;1,75;
Röda linser konserv;3823;371;89;6,9;0,5;11,9;4,1;0,6;0,9;75,7;0,0;0,0;0,2;0,2;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,2;0,2;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;1;0;10;0,00;0,3;15;0,04;0,03;0;0,4;1,5;0,09;0,00;71;21;2;;1,59;25;119;18;230;20,5;0,40;
Gröna linser konserv;3824;386;92;6,3;0,6;13,1;4,4;0,8;1,2;74,5;0,0;0,0;0,2;0,2;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,3;0,2;0,2;0,0;0,1;0,1;;0,0;0,0;0,0;0,0;0,0;1;0;11;0,00;0,3;13;0,04;0,03;0;0,4;1,4;0,08;0,00;76;16;3;;1,36;43;127;21;306;17,5;0,41;
Hamburgerbröd grovt;3825;1106;264;9,3;4,9;42,4;5,6;0,9;1,7;36,1;0,0;4,4;1,7;0,0;0;0,5;0,0;0,0;0,0;0,3;0,2;0,0;1,9;0,0;1,8;1,2;0,9;0,9;0,0;0,3;0,3;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,8;6;0,16;0,07;0;3,6;5,1;0,12;0,00;184;31;0;;1,31;37;220;60;354;5,4;1,01;
Pasta berikad kokt m salt;3826;580;139;4,3;0,6;27,7;2,0;0,4;0,5;65,0;0,0;0,0;0,6;0,1;0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,2;0,2;0,2;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;0;0,19;0,10;0;1,4;2,1;0,09;0,00;46;3;25;;0,49;10;28;15;159;0,0;0,33;
Pasta >50% fullkorn kokt m salt;3828;672;161;5,8;1,0;29,9;3,7;0,4;0,6;59,1;0,0;0,0;0,7;0,2;35;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,1;0,0;0,1;0,4;0,4;0,4;0,0;0,0;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;0;0,00;0,1;0;0,08;0,01;0;1,6;2,6;0,06;0,00;113;8;24;;1,47;17;62;41;153;2,8;0,92;
Ägg ekologiskt rått;3840;592;141;12,4;10,1;0,4;0,0;0,4;0,9;75,9;0,0;0,4;0,0;0,0;0;2,9;0,0;0,0;0,0;2,1;0,8;0,0;4,0;0,3;3,6;1,5;1,3;1,2;0,1;0,2;0,1;;0,0;0,0;0,1;0,0;389,1;253;252;1;1,47;5,9;26;0,07;0,46;0;0,0;3,1;0,10;2,17;190;84;46;;1,97;54;137;11;140;27,2;1,32;
Äggula ekologisk;3841;1367;327;16,2;29,2;0,6;0,0;0,1;2,3;49,1;0,0;0,3;0,3;0,1;0;8,3;0,0;0,0;0,1;5,9;2,2;0,0;11,4;0,8;10,4;4,4;3,9;3,4;0,4;0,6;0,2;;0,0;0,0;0,4;0,0;1137,0;771;768;6;3,85;17,8;62;0,21;0,56;0;0,0;4,0;0,25;6,13;513;247;120;;3,30;144;109;12;57;58,6;3,23;
Dinkel speltvete kokt;3845;539;129;5,4;0,9;22,4;4,0;0,8;1,5;66,1;0,0;0,3;2,3;0,4;37;0,2;0,0;0,0;0,0;0,1;0,0;0,0;0,2;0,0;0,2;0,5;;0,4;0,0;;0,0;;0,0;0,0;0,0;0,0;0,0;0;0;2;0,00;0,4;;0,12;0,04;0;2,5;3,5;0,05;0,00;150;12;41;0;1,66;11;129;51;325;4,4;1,22;
Mâchesallat;4052;80;19;2,6;0,2;0,8;1,8;0,0;1,1;93,5;0,0;0,2;0,0;0,0;0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;;0,1;0,0;;0,1;;0,0;0,0;0,0;;0,0;246;0;2920;0,00;1,5;377;0,03;0,13;35;0,7;1,1;0,14;0,00;30;91;6;0;1,78;71;350;22;3;0,0;0,18;
Hampfröolja;4074;3700;884;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;9,9;0,0;0,0;0,0;5,9;2,8;0,9;12,7;0,0;12,7;72,2;;52,6;0,0;;18,8;0,0;0,0;0,0;0,0;;0,0;0;0;4;0,00;5,8;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;0;;0,00;0;0;0;0;0,0;0,00;
Lättmargarin m omega 3 mjölkfri fett 40% berikad typ Carlshamn;4085;1480;354;0,0;40,0;0,0;0,0;1,0;1,0;59,0;0,0;0,0;0,0;0,0;0;11,5;0,8;2,5;1,1;5,7;1,0;0,3;15,6;0,1;13,7;11,3;5,9;5,8;0,0;5,1;5,3;0,0;0,0;0,0;0,0;0,3;0,0;900;;0;7,50;5,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Lättmargarin m växtstanol 7,2% fett 32% berikad typ Benecol;4086;1244;297;2,8;32,0;0,7;0,0;1,0;1,0;56,3;0,0;0,0;0,7;0,0;0;6,6;0,3;1,6;0,7;2,9;0,7;0,2;15,4;0,1;14,2;8,3;4,9;4,8;0,0;3,2;3,3;0,0;0,0;0,0;0,0;0,4;0,0;800;;;10,00;5,0;;0,00;0,00;0;0,0;0,5;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Lättmargarin laktosfri m växtstanol 7,2% fett 32% berikad typ Benecol;4087;1237;296;2,8;32,0;0,3;0,0;1,0;1,0;56,7;0,0;0,3;0,0;0,0;0;5,4;0,3;1,3;0,6;2,2;0,6;0,2;15,3;0,1;13,6;9,8;5,7;5,5;0,0;4,1;4,1;0,0;0,0;0,0;0,0;0,2;0,0;800;;;10,00;5,0;;0,00;0,00;0;0,0;0,5;0,00;0,00;0;0;;;0,00;0;0;0;400;0,0;0,00;
Hushållsmargarin mjölkfri fett 80% berikad typ Milda;4095;2960;707;0,0;80,0;0,0;0,0;1,0;1,0;19,0;0,0;0,0;0,0;0,0;0;32,0;0,3;2,0;1,1;23,4;2,6;0,0;30,0;0,0;33,8;18,0;;10,3;0,0;;4,3;;0,0;0,0;0,0;0,5;0,0;800;;;10,00;11,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;0;0,00;0;0;0;400;0,0;0,00;
Lättmargarin fett 40% berikad typ VitaDor;4104;1480;354;0,0;40,0;0,0;0,0;1,0;1,0;59,0;0,0;0,0;0,0;0,0;0;12,0;0,9;3,3;1,3;4,9;1,3;0,2;18,6;0,1;17,9;7,7;5,5;5,5;0,0;2,1;2,2;;0,0;0,0;0,0;0,4;0,0;600;;;7,00;5,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;0;0,00;0;0;0;400;0,0;0,00;
Lättmargarin fett 40% berikad typ Coop;4105;1497;358;0,5;40,0;0,5;0,0;1,5;1,5;57,5;0,0;0,0;0,5;0,0;0;11,5;0,9;2,6;1,2;5,5;1,0;0,2;18,6;0,1;17,9;8,3;5,5;5,5;0,0;2,7;2,8;;0,0;0,0;0,0;0,2;0,0;900;;300;7,50;7,0;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;0;0,00;0;0;0;600;0,0;0,00;
Lättmargarin fett 40% berikad typ Willys;4106;1497;358;0,5;40,0;0,5;0,0;1,5;1,5;57,5;0,0;0,0;0,5;0,0;0;13,2;0,8;2,6;1,2;7,3;1,1;0,2;17,3;0,1;16,8;7,9;5,3;5,3;0,0;2,4;2,5;;0,0;0,0;0,0;0,2;0,0;900;;;7,50;7,0;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;0;0,00;0;0;0;600;0,0;0,00;
Bordsmargarin fett 60% berikad typ Euroshopper;4107;2237;535;0,5;60,0;0,5;0,0;1,0;1,0;38,0;0,0;0,0;0,5;0,0;0;19,9;1,1;4,2;1,7;10,2;2,2;0,3;27,0;0,1;26,4;10,5;7,7;7,7;0,0;2,6;2,7;;0,0;0,0;0,0;0,3;0,0;900;;;7,50;7,5;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;0;0,00;0;0;0;400;0,0;0,00;
Hushållsmargarin fett 70% berikad typ X-tra;4109;2607;623;0,5;70,0;0,5;0,0;1,7;1,7;27,3;0,0;0,0;0,5;0,0;0;33,1;0,0;0,1;0,7;28,4;3,5;0,3;26,6;0,1;26,4;7,2;6,6;6,7;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,2;0,0;800;;;10,00;8,8;;0,00;0,00;0;0,0;0,1;0,00;0,00;0;0;;0;0,00;0;0;0;680;0,0;0,00;
Hushållsmargarin fett 80% berikad typ VitaDor;4110;2960;707;0,0;80,0;0,0;0,0;1,3;1,3;18,8;0,0;0,0;0,0;0,0;0;39,7;1,3;4,7;2,3;24,6;6,2;0,4;29,1;0,1;28,8;7,7;6,6;6,7;0,0;1,0;1,1;0,0;0,0;0,0;0,0;0,3;0,0;840;;;7,50;10,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;0;0,00;0;0;0;500;0,0;0,00;
Hushållsmargarin fett 80% berikad typ Hemköp;4111;2963;708;0,1;80,0;0,1;0,0;1,0;1,0;18,8;0,0;0,0;0,1;0,0;0;31,7;0,2;0,8;0,8;26,5;2,9;0,3;33,6;0,1;33,1;11,3;9,1;9,3;0,0;1,9;2,0;0,0;0,0;0,0;0,0;0,6;0,0;800;;;7,50;10,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;0;0,00;0;0;0;400;0,0;0,00;
Hushållsmargarin fett 80% berikad typ ICA;4112;2969;710;0,2;80,0;0,3;0,0;1,5;1,5;18,0;0,0;0,0;0,3;0,0;0;27,3;0,0;0,1;0,5;21,7;4,3;0,4;37,0;0,2;36,4;12,3;9,9;10,0;0,0;2,2;2,4;;0,0;0,0;0,0;0,4;0,0;800;;;7,50;10,0;;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;;0;0,00;0;0;0;600;0,0;0,00;
Nudlar kokta m kryddor;4117;427;102;2,4;4,3;11,8;3,1;1,2;1,4;76,9;0,0;0,0;0,6;0,3;0;1,4;0,0;0,0;0,0;1,2;0,2;0,0;1,2;0,0;1,2;0,3;;0,3;0,0;;0,0;0,0;0,0;0,0;0,0;;0,0;0;0;0;0,00;0,5;;0,30;0,01;0;0,3;0,8;0,03;0,00;28;13;;0;0,32;101;43;8;464;0,7;0,27;
Palmolja;4131;3700;884;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;47,1;0,0;0,1;1,0;40,5;4,8;0,4;38,5;0,2;38,1;10,0;9,8;9,8;0,0;0,3;0,3;0,0;0,0;0,0;0,0;0,0;0,0;1642;0;15430;0,00;17,9;16;0,00;0,00;0;0,0;0,0;0,00;0,00;0;0;0;;0,00;0;0;0;0;0,0;0,00;
Ägg ekologiskt stekt;4134;825;197;13,4;15,9;0,4;0,0;0,4;1,0;68,8;0,0;0,4;0,0;0,0;0;3,6;0,0;0,0;0,0;2,5;0,9;0,0;7,2;0,3;6,7;3,0;2,3;2,2;0,1;0,6;0,5;0,0;0,0;0,0;0,2;0,0;422,5;289;288;11;1,85;7,7;33;0,07;0,45;0;0,0;3,4;0,09;2,00;206;64;50;0;2,14;59;149;12;166;29,6;1,43;
Ägg ekologiskt kokt ;4135;592;141;12,4;10,1;0,4;0,0;0,4;0,9;75,9;0,0;0,4;0,0;0,0;0;2,9;0,0;0,0;0,0;2,1;0,8;0,0;4,0;0,3;3,6;1,5;1,3;1,2;0,1;0,2;0,1;;0,0;0,0;0,1;0,0;389,1;253;252;1;1,47;5,9;26;0,07;0,44;0;0,0;3,1;0,09;1,95;190;59;46;;1,97;54;131;11;140;27,2;1,32;
Pangasiusmal;4226;274;65;13,1;1,1;0,0;0,0;0,8;1,3;83,9;0,0;0,0;0,0;0,0;0;0,3;0,0;0,0;0,0;0,2;0,1;0,0;0,3;0,0;0,3;0,1;0,1;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,2;0;0;0;0,00;0,2;0;0,02;0,03;0;2,0;4,4;0,12;0,36;208;8;2;;0,09;9;235;20;318;12,7;0,29;
Solist rå;4385;265;63;1,0;0,1;13,6;1,6;0,0;0,9;82,8;0,0;1,2;1,5;1,5;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3;0;33;0,00;0,1;2;0,04;0,09;23;1,0;1,2;0,15;0,00;37;25;1;;0,64;4;340;19;7;0,0;0,18;
Swift rå;4386;223;53;1,1;0,1;11,0;1,6;0,0;0,8;85,4;0,0;2,8;0,1;0,1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2;0;18;0,00;0,1;1;0,03;0,04;19;1,4;1,6;0,13;0,00;32;37;1;;0,49;7;328;21;3;0,0;0,18;
